guid,headerGuid,itemGuid,locationGuid,purchaseOrderNumber,inventoryGuid,status,createdDate,tranDate,plannedDate,actualReceiptDate,linePosition,qtyOrdered,qtyOpen,qtyReceived,amount,itemRate,isDropShip,isIntercompany,SubsidiaryID
9.4373968.5,9.4373968,9.15108,9.1,PO-E-2023-0437,9.1.9.15108,Fully Billed,2023-06-28,2023-08-08,2023-07-20,2023-07-20,5,360.00,0.00,360.00,3033.2400,25.2770000,NULL,1,J
9.4142443.2,9.4142443,9.1530,9.1,PO-E-2023-0384,9.1.9.1530,Fully Billed,2023-05-30,2023-08-08,2023-07-25,2023-07-25,2,9.00,0.00,9.00,19335.0524,6445.0070000,NULL,0,J
9.4142443.19,9.4142443,9.10860,9.1,PO-E-2023-0384,9.1.9.10860,Fully Billed,2023-05-30,2023-08-08,2023-07-17,2023-07-17,19,3.00,0.00,3.00,4334.2676,4334.2676000,NULL,0,J
9.4142443.20,9.4142443,9.10862,9.1,PO-E-2023-0384,9.1.9.10862,Fully Billed,2023-05-30,2023-08-08,2023-07-20,2023-07-20,20,27.00,0.00,27.00,43830.1924,4870.0144000,NULL,0,J
9.4142443.3,9.4142443,9.1538,9.1,PO-E-2023-0384,9.1.9.1538,Fully Billed,2023-05-30,2023-08-08,2023-07-25,2023-07-25,3,12.00,0.00,12.00,24131.7164,6032.9448000,NULL,0,J
9.4373968.12,9.4373968,9.3323,9.1,PO-E-2023-0437,9.1.9.3323,Fully Billed,2023-06-28,2023-08-08,2023-07-20,2023-07-20,12,4500.00,0.00,4500.00,14035.8000,9.3572000,NULL,1,J
9.4373968.17,9.4373968,9.2311,9.1,PO-E-2023-0437,9.1.9.2311,Fully Billed,2023-06-28,2023-08-08,2023-07-20,2023-07-20,17,900.00,0.00,900.00,273.1800,0.9106000,NULL,1,J
9.4373968.22,9.4373968,9.4466,9.1,PO-E-2023-0437,9.1.9.4466,Fully Billed,2023-06-28,2023-08-08,2023-07-20,2023-07-20,22,30000.00,0.00,30000.00,2198.0000,0.2198000,NULL,1,J
9.4554971.1,9.4554971,9.14367,9.1,PO-E-2023-0478,9.1.9.14367,Fully Billed,2023-07-20,2023-08-10,2023-08-14,2023-08-14,1,360.00,0.00,360.00,49737.6000,414.4800000,NULL,0,J
9.4580884.2,9.4580884,9.16315,9.1,PO-E-2023-0485,9.1.9.16315,Fully Billed,2023-07-25,2023-08-10,2023-08-10,2023-08-10,2,15.00,0.00,15.00,942.7850,188.5570000,NULL,0,J
9.4580884.1,9.4580884,9.14958,9.1,PO-E-2023-0485,9.1.9.14958,Fully Billed,2023-07-25,2023-08-10,2023-08-10,2023-08-10,1,30.00,0.00,30.00,1639.7080,163.9708000,NULL,0,J
9.4599015.1,9.4599015,9.3558,NULL,PO-E-2023-0493,NULL,Fully Billed,2023-07-27,2023-08-10,2023-08-10,2023-08-03,1,96.00,0.00,96.00,341.6320,10.6760000,NULL,1,J
9.4665610.1,9.4665610,9.13149,NULL,PO-E-2023-0510,NULL,Fully Billed,2023-08-02,2023-08-10,2023-08-10,2023-08-07,1,6.00,0.00,6.00,3481.1610,1740.5962000,NULL,0,J
9.3901607.1,9.3901607,9.14376,9.1,PO-E-2023-0314,9.1.9.14376,Closed,2023-04-26,2023-08-11,2023-08-11,2023-05-10,1,300.00,300.00,0.00,528462.0000,5284.6200000,NULL,0,J
9.3758802.47,9.3758802,9.14565,9.1,PO-E-2023-0222,9.1.9.14565,Closed,2023-04-05,2023-08-11,2023-08-11,2023-07-13,47,2592.00,2592.00,0.00,278631.0400,322.4780000,NULL,0,J
9.4605548.20,9.4605548,9.14500,9.1,PO-E-2023-0494,9.1.9.14500,Fully Billed,2023-07-27,2023-08-11,2023-08-11,2023-08-11,20,27.00,0.00,27.00,40609.6200,4512.1800000,NULL,1,J
9.3758802.50,9.3758802,9.14905,9.1,PO-E-2023-0222,9.1.9.14905,Closed,2023-04-05,2023-08-11,2023-09-11,2023-07-13,50,2592.00,2592.00,0.00,279208.8000,323.1688000,NULL,0,J
9.3758802.43,9.3758802,9.14565,9.1,PO-E-2023-0222,9.1.9.14565,Closed,2023-04-05,2023-08-11,2023-08-11,2023-07-13,43,2592.00,2592.00,0.00,278631.0400,322.4780000,NULL,0,J
9.3758802.27,9.3758802,9.14996,9.1,PO-E-2023-0222,9.1.9.14996,Closed,2023-04-05,2023-08-11,2023-08-11,2023-07-13,27,2592.00,2592.00,0.00,290544.2000,336.2626000,NULL,0,J
9.3758802.48,9.3758802,9.14565,9.1,PO-E-2023-0222,9.1.9.14565,Closed,2023-04-05,2023-08-11,2023-08-11,2023-07-13,48,2592.00,2592.00,0.00,278631.0400,322.4780000,NULL,0,J
9.3758802.49,9.3758802,9.14905,9.1,PO-E-2023-0222,9.1.9.14905,Closed,2023-04-05,2023-08-11,2023-09-11,2023-07-13,49,2592.00,2592.00,0.00,279208.8000,323.1688000,NULL,0,J
9.3758802.28,9.3758802,9.14996,9.1,PO-E-2023-0222,9.1.9.14996,Closed,2023-04-05,2023-08-11,2023-08-11,2023-07-13,28,2592.00,2592.00,0.00,290544.2000,336.2626000,NULL,0,J
9.3758802.29,9.3758802,9.14996,9.1,PO-E-2023-0222,9.1.9.14996,Closed,2023-04-05,2023-08-11,2023-08-11,2023-07-13,29,2592.00,2592.00,0.00,290544.2000,336.2626000,NULL,0,J
9.4605548.1,9.4605548,9.14500,9.1,PO-E-2023-0494,9.1.9.14500,Fully Billed,2023-07-27,2023-08-11,2023-08-08,2023-08-08,1,153.00,0.00,153.00,230121.1800,4512.1800000,NULL,1,J
9.3758802.44,9.3758802,9.14565,9.1,PO-E-2023-0222,9.1.9.14565,Closed,2023-04-05,2023-08-11,2023-08-11,2023-07-13,44,2592.00,2592.00,0.00,278631.0400,322.4780000,NULL,0,J
9.3758802.51,9.3758802,9.14905,9.1,PO-E-2023-0222,9.1.9.14905,Closed,2023-04-05,2023-08-11,2023-09-11,2023-07-13,51,2592.00,2592.00,0.00,279208.8000,323.1688000,NULL,0,J
9.3758802.46,9.3758802,9.14565,9.1,PO-E-2023-0222,9.1.9.14565,Closed,2023-04-05,2023-08-11,2023-08-11,2023-07-13,46,2592.00,2592.00,0.00,278631.0400,322.4780000,NULL,0,J
9.3758802.45,9.3758802,9.14565,9.1,PO-E-2023-0222,9.1.9.14565,Closed,2023-04-05,2023-08-11,2023-08-11,2023-07-13,45,2592.00,2592.00,0.00,278631.0400,322.4780000,NULL,0,J
9.4664954.1,9.4664954,9.16430,NULL,PO-E-2023-0509,NULL,Fully Billed,2023-07-31,2023-08-11,2023-08-11,2023-08-11,1,6.00,0.00,6.00,241.9684,120.9842000,NULL,0,J
9.4475359.3,9.4475359,9.12394,9.1,PO-E-2023-0454,9.1.9.12394,Fully Billed,2023-07-11,2023-08-11,2023-07-24,2023-07-24,3,12.00,0.00,12.00,1651.9854,413.0042000,NULL,0,J
9.4475359.2,9.4475359,9.15166,9.1,PO-E-2023-0454,9.1.9.15166,Fully Billed,2023-07-11,2023-08-11,2023-07-24,2023-07-24,2,21.00,0.00,21.00,4846.1504,692.3072000,NULL,0,J
9.4475359.1,9.4475359,9.15130,9.1,PO-E-2023-0454,9.1.9.15130,Fully Billed,2023-07-11,2023-08-11,2023-08-10,2023-08-10,1,18.00,0.00,18.00,15525.2276,2587.5484000,NULL,0,J
9.4308138.1,9.4308138,9.12739,9.1,PO-E-2023-0414,9.1.9.12739,Rejected by Supervisor,2023-06-19,2023-08-12,2023-08-12,NULL,1,10800.00,10800.00,0.00,308053.3738,85.5650000,NULL,0,J
9.3536585.55,9.3536585,9.14455,9.1,PO-E-2023-0123,9.1.9.14455,Fully Billed,2023-03-07,2023-08-14,2023-05-23,2023-05-23,55,2808.00,0.00,2808.00,300781.3536,321.3476000,NULL,0,J
9.3536585.51,9.3536585,9.14448,9.1,PO-E-2023-0123,9.1.9.14448,Fully Billed,2023-03-07,2023-08-14,2023-05-22,2023-05-22,51,2808.00,0.00,2808.00,277298.4240,296.2590000,NULL,0,J
9.3536585.52,9.3536585,9.14448,9.1,PO-E-2023-0123,9.1.9.14448,Fully Billed,2023-03-07,2023-08-14,2023-05-22,2023-05-22,52,2808.00,0.00,2808.00,277298.4240,296.2590000,NULL,0,J
9.3536585.54,9.3536585,9.14455,9.1,PO-E-2023-0123,9.1.9.14455,Fully Billed,2023-03-07,2023-08-14,2023-05-22,2023-05-22,54,2808.00,0.00,2808.00,300781.3536,321.3476000,NULL,0,J
9.3536585.50,9.3536585,9.13685,9.1,PO-E-2023-0123,9.1.9.13685,Fully Billed,2023-03-07,2023-08-14,2023-05-29,2023-05-29,50,2808.00,0.00,2808.00,287996.5296,307.6886000,NULL,0,J
9.3536585.60,9.3536585,9.14764,9.1,PO-E-2023-0123,9.1.9.14764,Fully Billed,2023-03-07,2023-08-14,2023-05-24,2023-05-24,60,1860.00,0.00,1860.00,201552.2040,325.0842000,NULL,0,J
9.3536585.62,9.3536585,9.14764,9.1,PO-E-2023-0123,9.1.9.14764,Fully Billed,2023-03-07,2023-08-14,2023-05-24,2023-05-24,62,1860.00,0.00,1860.00,201552.2040,325.0842000,NULL,0,J
9.4692735.2,9.4692735,9.13273,NULL,PO-E-2023-0519,NULL,Fully Billed,2023-08-04,2023-08-14,2023-08-14,2023-08-10,2,6.00,0.00,6.00,9297.8540,4648.9270000,NULL,0,J
9.3536585.64,9.3536585,9.14764,9.1,PO-E-2023-0123,9.1.9.14764,Fully Billed,2023-03-07,2023-08-14,2023-05-24,2023-05-24,64,1860.00,0.00,1860.00,201552.2040,325.0842000,NULL,0,J
9.4692735.1,9.4692735,9.12440,NULL,PO-E-2023-0519,NULL,Fully Billed,2023-08-04,2023-08-14,2023-08-14,2023-08-10,1,3.00,0.00,3.00,7101.4554,7101.4554000,NULL,0,J
9.3536585.53,9.3536585,9.14455,9.1,PO-E-2023-0123,9.1.9.14455,Fully Billed,2023-03-07,2023-08-14,2023-05-22,2023-05-22,53,2808.00,0.00,2808.00,300781.3536,321.3476000,NULL,0,J
9.3536585.61,9.3536585,9.14764,9.1,PO-E-2023-0123,9.1.9.14764,Fully Billed,2023-03-07,2023-08-14,2023-05-24,2023-05-24,61,1860.00,0.00,1860.00,201552.2040,325.0842000,NULL,0,J
9.3536585.115,9.3536585,9.14754,9.1,PO-E-2023-0123,9.1.9.14754,Fully Billed,2023-03-07,2023-08-14,2023-08-14,2023-08-14,115,2808.00,0.00,2808.00,290083.2480,309.9180000,NULL,0,J
9.3536585.114,9.3536585,9.14754,9.1,PO-E-2023-0123,9.1.9.14754,Fully Billed,2023-03-07,2023-08-14,2023-08-14,2023-08-14,114,2808.00,0.00,2808.00,290083.2480,309.9180000,NULL,0,J
9.3536585.65,9.3536585,9.14764,9.1,PO-E-2023-0123,9.1.9.14764,Fully Billed,2023-03-07,2023-08-14,2023-05-24,2023-05-24,65,1860.00,0.00,1860.00,201552.2040,325.0842000,NULL,0,J
9.3536585.63,9.3536585,9.14764,9.1,PO-E-2023-0123,9.1.9.14764,Fully Billed,2023-03-07,2023-08-14,2023-05-24,2023-05-24,63,1860.00,0.00,1860.00,201552.2040,325.0842000,NULL,0,J
9.3536786.3,9.3536786,9.14455,9.1,PO-E-2023-0124,9.1.9.14455,Fully Billed,2023-03-07,2023-08-17,2023-08-14,2023-08-14,3,2808.00,0.00,2808.00,265395.3120,283.5420000,NULL,0,J
9.3536786.10,9.3536786,9.14754,9.1,PO-E-2023-0124,9.1.9.14754,Fully Billed,2023-03-07,2023-08-17,2023-08-11,2023-08-11,10,2808.00,0.00,2808.00,290083.2480,309.9180000,NULL,0,J
9.3536786.112,9.3536786,9.14764,9.1,PO-E-2023-0124,9.1.9.14764,Fully Billed,2023-03-07,2023-08-17,2023-08-17,2023-08-17,112,1860.00,0.00,1860.00,193609.2600,312.2730000,NULL,0,J
9.3536786.2,9.3536786,9.14455,9.1,PO-E-2023-0124,9.1.9.14455,Fully Billed,2023-03-07,2023-08-17,2023-08-14,2023-08-14,2,2808.00,0.00,2808.00,265395.3120,283.5420000,NULL,0,J
9.3536786.6,9.3536786,9.13685,9.1,PO-E-2023-0124,9.1.9.13685,Fully Billed,2023-03-07,2023-08-17,2023-08-11,2023-08-11,6,2808.00,0.00,2808.00,279561.4848,298.6768000,NULL,0,J
9.3536786.114,9.3536786,9.14764,9.1,PO-E-2023-0124,9.1.9.14764,Fully Billed,2023-03-07,2023-08-17,2023-08-17,2023-08-17,114,1860.00,0.00,1860.00,193609.2600,312.2730000,NULL,0,J
9.3536786.16,9.3536786,9.14764,9.1,PO-E-2023-0124,9.1.9.14764,Fully Billed,2023-03-07,2023-08-17,2023-08-17,2023-08-17,16,1860.00,0.00,1860.00,193609.2600,312.2730000,NULL,0,J
9.3536786.9,9.3536786,9.14754,9.1,PO-E-2023-0124,9.1.9.14754,Fully Billed,2023-03-07,2023-08-17,2023-08-11,2023-08-11,9,2808.00,0.00,2808.00,290083.2480,309.9180000,NULL,0,J
9.3536786.5,9.3536786,9.14448,9.1,PO-E-2023-0124,9.1.9.14448,Fully Billed,2023-03-07,2023-08-17,2023-08-11,2023-08-11,5,2808.00,0.00,2808.00,243572.9400,260.2432000,NULL,0,J
9.3536786.113,9.3536786,9.14764,9.1,PO-E-2023-0124,9.1.9.14764,Fully Billed,2023-03-07,2023-08-17,2023-08-17,2023-08-17,113,1860.00,0.00,1860.00,193609.2600,312.2730000,NULL,0,J
9.3536786.1,9.3536786,9.14455,9.1,PO-E-2023-0124,9.1.9.14455,Fully Billed,2023-03-07,2023-08-17,2023-08-14,2023-08-14,1,2808.00,0.00,2808.00,265395.3120,283.5420000,NULL,0,J
9.3536786.4,9.3536786,9.14448,9.1,PO-E-2023-0124,9.1.9.14448,Fully Billed,2023-03-07,2023-08-17,2023-08-11,2023-08-11,4,2808.00,0.00,2808.00,243572.9400,260.2432000,NULL,0,J
9.3536786.111,9.3536786,9.14764,9.1,PO-E-2023-0124,9.1.9.14764,Fully Billed,2023-03-07,2023-08-17,2023-08-17,2023-08-17,111,1860.00,0.00,1860.00,193609.2600,312.2730000,NULL,0,J
9.3536786.115,9.3536786,9.14764,9.1,PO-E-2023-0124,9.1.9.14764,Fully Billed,2023-03-07,2023-08-17,2023-08-18,2023-08-18,115,1860.00,0.00,1860.00,193609.2600,312.2730000,NULL,0,J
9.4702271.1,9.4702271,9.12408,NULL,PO-E-2023-0525,NULL,Fully Billed,2023-08-09,2023-08-17,2023-08-17,2023-08-11,1,3.00,0.00,3.00,651.4558,651.4558000,NULL,0,J
9.4650333.1,9.4650333,9.13667,9.1,PO-E-2023-0506,9.1.9.13667,Fully Billed,2023-08-02,2023-08-18,2023-08-09,2023-08-09,1,45.00,0.00,45.00,89886.5820,5992.4388000,NULL,1,J
9.4683312.6,9.4683312,9.15104,9.3,PO-E-2023-0516,9.3.9.15104,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,6,6.00,0.00,6.00,0.0000,0.0000000,NULL,1,J
9.4683303.9,9.4683303,9.6830,9.3,PO-E-2023-0515,9.3.9.6830,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,9,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4683312.1,9.4683312,9.2309,9.3,PO-E-2023-0516,9.3.9.2309,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,1,30.00,0.00,30.00,0.0000,0.0000000,NULL,1,J
9.4683312.7,9.4683312,9.15102,9.3,PO-E-2023-0516,9.3.9.15102,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,7,6.00,0.00,6.00,0.0000,0.0000000,NULL,1,J
9.4683303.3,9.4683303,9.12946,9.3,PO-E-2023-0515,9.3.9.12946,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,3,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4683303.6,9.4683303,9.7061,9.3,PO-E-2023-0515,9.3.9.7061,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,6,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4683312.11,9.4683312,9.15108,9.3,PO-E-2023-0516,9.3.9.15108,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,11,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4645721.1,9.4645721,9.11375,9.1,PO-E-2023-0505,9.1.9.11375,Closed,2023-08-02,2023-08-18,2023-08-18,2023-08-02,1,30.00,30.00,0.00,156734.1048,15673.4042000,NULL,0,J
9.4693297.1,9.4693297,9.12805,9.3,PO-E-2023-0520,9.3.9.12805,Fully Billed,2023-08-08,2023-08-18,2023-08-18,2023-08-18,1,111.00,0.00,111.00,0.0000,0.0000000,NULL,1,J
9.4683303.7,9.4683303,9.7040,9.3,PO-E-2023-0515,9.3.9.7040,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,7,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4683312.3,9.4683312,9.15100,9.3,PO-E-2023-0516,9.3.9.15100,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,3,18.00,0.00,18.00,0.0000,0.0000000,NULL,1,J
9.4683312.8,9.4683312,9.15107,9.3,PO-E-2023-0516,9.3.9.15107,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,8,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4683303.10,9.4683303,9.3266,9.3,PO-E-2023-0515,9.3.9.3266,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,10,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4683303.16,9.4683303,9.15271,9.3,PO-E-2023-0515,9.3.9.15271,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,16,6.00,0.00,6.00,0.0000,0.0000000,NULL,1,J
9.4683312.2,9.4683312,9.7067,9.3,PO-E-2023-0516,9.3.9.7067,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,2,24.00,0.00,24.00,0.0000,0.0000000,NULL,1,J
9.4382845.13,9.4382845,9.2080,9.1,PO-E-2023-0439,9.1.9.2080,Fully Billed,2023-06-28,2023-08-18,2023-08-21,2023-08-21,13,3.00,0.00,3.00,595.3440,595.3440000,NULL,0,J
9.4683303.5,9.4683303,9.11419,9.3,PO-E-2023-0515,9.3.9.11419,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,5,6.00,0.00,6.00,0.0000,0.0000000,NULL,1,J
9.4382845.3,9.4382845,9.1961,9.1,PO-E-2023-0439,9.1.9.1961,Fully Billed,2023-06-28,2023-08-18,2023-08-08,2023-08-08,3,15.00,0.00,15.00,565.2000,113.0400000,NULL,0,J
9.4683312.5,9.4683312,9.15101,9.3,PO-E-2023-0516,9.3.9.15101,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,5,18.00,0.00,18.00,0.0000,0.0000000,NULL,1,J
9.4683303.2,9.4683303,9.3664,9.3,PO-E-2023-0515,9.3.9.3664,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,2,12.00,0.00,12.00,0.0000,0.0000000,NULL,1,J
9.4683303.15,9.4683303,9.15270,9.3,PO-E-2023-0515,9.3.9.15270,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,15,6.00,0.00,6.00,0.0000,0.0000000,NULL,1,J
9.4683312.9,9.4683312,9.15099,9.3,PO-E-2023-0516,9.3.9.15099,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,9,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4683303.11,9.4683303,9.2494,9.3,PO-E-2023-0515,9.3.9.2494,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,11,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4683303.8,9.4683303,9.7067,9.3,PO-E-2023-0515,9.3.9.7067,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,8,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4518370.1,9.4518370,9.16315,9.1,PO-E-2023-0468,9.1.9.16315,Fully Billed,2023-07-17,2023-08-18,2023-08-01,2023-08-01,1,9.00,0.00,9.00,565.6710,188.5570000,NULL,0,J
9.4308158.3,9.4308158,9.5747,9.1,PO-E-2023-0415,9.1.9.5747,Rejected by Supervisor,2023-06-19,2023-08-18,2023-08-18,NULL,3,360.00,360.00,0.00,534679.2000,4455.6600000,NULL,0,J
9.4308158.2,9.4308158,9.5926,9.1,PO-E-2023-0415,9.1.9.5926,Rejected by Supervisor,2023-06-19,2023-08-18,2023-08-18,NULL,2,72.00,72.00,0.00,6308.1344,262.8494000,NULL,0,J
9.4308158.4,9.4308158,9.12549,9.1,PO-E-2023-0415,9.1.9.12549,Rejected by Supervisor,2023-06-19,2023-08-18,2023-08-18,NULL,4,84.00,84.00,0.00,456656.4800,16309.1600000,NULL,0,J
9.4308158.1,9.4308158,9.5727,9.1,PO-E-2023-0415,9.1.9.5727,Rejected by Supervisor,2023-06-19,2023-08-18,2023-08-18,NULL,1,1215.00,1215.00,0.00,1304764.2000,3221.6400000,NULL,0,J
9.4711349.1,9.4711349,9.16308,NULL,PO-E-2023-0526,NULL,Fully Billed,2023-08-10,2023-08-18,2023-08-18,2023-08-18,1,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4382845.1,9.4382845,9.9405,9.1,PO-E-2023-0439,9.1.9.9405,Fully Billed,2023-06-28,2023-08-18,2023-08-08,2023-08-08,1,3.00,0.00,3.00,3064.6400,3064.6400000,NULL,0,J
9.4683312.10,9.4683312,9.15109,9.3,PO-E-2023-0516,9.3.9.15109,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,10,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4683312.4,9.4683312,9.15098,9.3,PO-E-2023-0516,9.3.9.15098,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,4,9.00,0.00,9.00,0.0000,0.0000000,NULL,1,J
9.4683303.4,9.4683303,9.12945,9.3,PO-E-2023-0515,9.3.9.12945,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,4,3.00,0.00,3.00,0.0000,0.0000000,NULL,1,J
9.4683303.1,9.4683303,9.12940,9.3,PO-E-2023-0515,9.3.9.12940,Fully Billed,2023-08-07,2023-08-18,2023-08-21,2023-08-21,1,48.00,0.00,48.00,0.0000,0.0000000,NULL,1,J
9.4514038.1,9.4514038,9.9405,9.1,PO-E-2023-0467,9.1.9.9405,Fully Billed,2023-07-17,2023-08-22,2023-08-22,2023-08-22,1,18.00,0.00,18.00,18387.8400,3064.6400000,NULL,0,J
9.1752742.108,9.1752742,9.7458,9.1,PO-E-2022-0643,9.1.9.7458,Fully Billed,2022-05-05,2023-08-22,2023-04-20,2023-04-20,108,2100.00,0.00,2100.00,120626.2400,172.3232000,NULL,0,J
9.4529624.4,9.4529624,9.12153,9.1,PO-E-2023-0472,9.1.9.12153,Fully Billed,2023-07-18,2023-08-22,2023-07-26,2023-07-26,4,9.00,0.00,9.00,799.3812,266.4604000,NULL,1,J
9.1752742.114,9.1752742,9.11753,9.1,PO-E-2022-0643,9.1.9.11753,Fully Billed,2022-05-05,2023-08-22,2023-08-22,2023-08-22,114,9.00,0.00,9.00,9425.4636,3141.8212000,NULL,0,J
9.4676873.2,9.4676873,9.14920,9.1,PO-E-2023-0513,9.1.9.14920,Fully Billed,2023-08-07,2023-08-22,2023-08-21,2023-08-21,2,2376.00,0.00,2376.00,192148.7832,242.6278000,NULL,0,J
9.1752742.27,9.1752742,9.7458,9.1,PO-E-2022-0643,9.1.9.7458,Fully Billed,2022-05-05,2023-08-22,2023-01-24,2023-01-24,27,300.00,0.00,300.00,16463.0200,164.6302000,NULL,0,J
9.4676873.1,9.4676873,9.14920,9.1,PO-E-2023-0513,9.1.9.14920,Fully Billed,2023-08-07,2023-08-22,2023-08-18,2023-08-18,1,2376.00,0.00,2376.00,192148.7832,242.6278000,NULL,0,J
9.1752742.35,9.1752742,9.11763,9.1,PO-E-2022-0643,9.1.9.11763,Fully Billed,2022-05-05,2023-08-22,2023-02-20,2023-02-20,35,9.00,0.00,9.00,12208.7910,4069.5970000,NULL,0,J
9.1752742.112,9.1752742,9.11753,9.1,PO-E-2022-0643,9.1.9.11753,Fully Billed,2022-05-05,2023-08-22,2023-07-03,2023-07-03,112,63.00,0.00,63.00,65978.2452,3141.8212000,NULL,0,J
9.1752742.28,9.1752742,9.5684,9.1,PO-E-2022-0643,9.1.9.5684,Fully Billed,2022-05-05,2023-08-22,2023-02-27,2023-02-27,28,750.00,0.00,750.00,37695.7000,150.7828000,NULL,0,J
9.1752742.111,9.1752742,9.11753,9.1,PO-E-2022-0643,9.1.9.11753,Fully Billed,2022-05-05,2023-08-22,2023-07-03,2023-07-03,111,27.00,0.00,27.00,28276.3908,3141.8212000,NULL,0,J
9.1752742.110,9.1752742,9.7748,9.1,PO-E-2022-0643,9.1.9.7748,Fully Billed,2022-05-05,2023-08-22,2023-04-20,2023-04-20,110,510.00,0.00,510.00,31387.4400,184.6320000,NULL,0,J
9.1752742.115,9.1752742,9.11764,9.1,PO-E-2022-0643,9.1.9.11764,Fully Billed,2022-05-05,2023-08-22,2023-04-24,2023-04-24,115,6.00,0.00,6.00,8480.7632,4240.3816000,NULL,0,J
9.1752742.113,9.1752742,9.11753,9.1,PO-E-2022-0643,9.1.9.11753,Fully Billed,2022-05-05,2023-08-22,2023-07-25,2023-07-25,113,18.00,0.00,18.00,18850.9272,3141.8212000,NULL,0,J
9.1752742.40,9.1752742,9.11763,9.1,PO-E-2022-0643,9.1.9.11763,Fully Billed,2022-05-05,2023-08-22,2023-02-20,2023-02-20,40,3.00,0.00,3.00,4069.5970,4069.5970000,NULL,0,J
9.1752742.39,9.1752742,9.11763,9.1,PO-E-2022-0643,9.1.9.11763,Fully Billed,2022-05-05,2023-08-22,2023-02-20,2023-02-20,39,21.00,0.00,21.00,28487.1790,4069.5970000,NULL,0,J
9.4586871.2,9.4586871,9.12622,9.1,PO-E-2023-0489,9.1.9.12622,Fully Billed,2023-07-26,2023-08-22,2023-08-21,2023-08-21,2,36.00,0.00,36.00,7612.1136,634.3428000,NULL,0,J
9.1752742.109,9.1752742,9.7748,9.1,PO-E-2022-0643,9.1.9.7748,Fully Billed,2022-05-05,2023-08-22,2023-04-20,2023-04-20,109,990.00,0.00,990.00,60928.5600,184.6320000,NULL,0,J
9.4529624.1,9.4529624,9.13823,9.1,PO-E-2023-0472,9.1.9.13823,Fully Billed,2023-07-18,2023-08-22,2023-08-21,2023-08-21,1,15.00,0.00,15.00,48906.7560,9781.3512000,NULL,1,J
9.4529624.2,9.4529624,9.13824,9.1,PO-E-2023-0472,9.1.9.13824,Fully Billed,2023-07-18,2023-08-22,2023-08-21,2023-08-21,2,90.00,0.00,90.00,324960.7980,10832.0266000,NULL,1,J
9.4586871.3,9.4586871,9.8941,9.1,PO-E-2023-0489,9.1.9.8941,Fully Billed,2023-07-26,2023-08-22,2023-08-21,2023-08-21,3,60.00,0.00,60.00,8449.7400,422.4870000,NULL,0,J
9.4586871.1,9.4586871,9.12621,9.1,PO-E-2023-0489,9.1.9.12621,Fully Billed,2023-07-26,2023-08-22,2023-08-21,2023-08-21,1,48.00,0.00,48.00,4663.2768,291.4548000,NULL,0,J
9.4342966.20,9.4342966,9.12549,9.1,PO-E-2023-0426,9.1.9.12549,Fully Billed,2023-06-22,2023-08-23,2023-08-22,2023-08-22,20,36.00,0.00,36.00,195709.9200,16309.1600000,NULL,0,J
